day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
3,2020,01,01,2020-01-01,40.3,29.9,1003.0,10.0,11.4,20.0,26.0,52.0,36.0,0.01,999.9,0,346
4,2020,01,02,2020-01-02,39.6,28.9,1011.8,10.0,13.0,19.0,26.0,46.0,33.1,0.01,999.9,0,413
5,2020,01,03,2020-01-03,45.8,42.9,1010.3,7.0,10.3,15.0,999.9,46.9,33.1,0.0,999.9,0,456
6,2020,01,04,2020-01-04,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,353
7,2020,01,05,2020-01-05,40.1,33.8,1001.6,7.1,17.0,27.0,38.1,48.9,36.0,0.38,999.9,1,291
1,2020,01,06,2020-01-06,33.5,24.0,1013.2,9.9,5.3,15.0,999.9,43.0,24.1,0.01,999.9,0,459
2,2020,01,07,2020-01-07,39.0,26.6,1016.6,10.0,8.0,13.0,999.9,43.0,24.1,0.0,999.9,0,408
3,2020,01,08,2020-01-08,37.2,31.1,1009.8,8.4,14.1,24.1,35.0,43.0,33.1,0.49,999.9,0,454
4,2020,01,09,2020-01-09,29.5,10.8,1030.7,10.0,15.3,22.0,35.0,42.1,24.1,0.34,999.9,0,521
5,2020,01,10,2020-01-10,39.7,32.2,1036.6,9.3,11.3,17.1,24.1,50.0,21.0,0.0,999.9,0,522
6,2020,01,11,2020-01-11,49.4,46.1,1028.6,6.7,13.8,21.0,27.0,53.1,46.9,0.0,999.9,1,439
7,2020,01,12,2020-01-12,52.0,49.4,1017.2,2.9,19.0,26.0,36.9,55.9,44.6,0.0,999.9,1,391
1,2020,01,13,2020-01-13,42.5,37.0,1029.6,9.5,9.2,13.0,999.9,57.0,39.9,0.01,999.9,0,476
2,2020,01,14,2020-01-14,41.5,37.7,1026.2,8.8,5.3,8.9,999.9,44.1,37.9,0.0,999.9,0,497
3,2020,01,15,2020-01-15,43.9,38.3,1019.4,8.2,5.4,14.0,15.0,51.1,35.1,0.02,999.9,0,508
4,2020,01,16,2020-01-16,40.4,34.3,1010.7,6.6,11.0,28.9,44.1,48.9,30.2,0.01,999.9,1,547
5,2020,01,17,2020-01-17,27.1,10.8,1023.8,10.0,24.0,28.9,40.0,50.0,21.9,0.04,999.9,0,566
6,2020,01,18,2020-01-18,23.5,14.3,1032.4,9.6,8.4,17.1,29.9,33.1,19.0,0.0,999.9,0,774
7,2020,01,19,2020-01-19,41.2,35.8,1004.9,7.5,14.4,22.0,27.0,46.9,19.0,0.21,999.9,0,360
1,2020,01,20,2020-01-20,28.1,16.1,1015.1,10.0,15.7,20.0,27.0,46.9,21.9,0.04,999.9,0,390
2,2020,01,21,2020-01-21,27.8,15.2,1026.8,10.0,11.5,15.9,999.9,34.0,21.9,0.0,999.9,0,556
3,2020,01,22,2020-01-22,27.1,14.3,1029.8,10.0,4.2,8.9,999.9,34.0,17.1,0.0,999.9,0,489
4,2020,01,23,2020-01-23,32.3,26.5,1029.2,9.7,4.7,11.1,999.9,45.0,17.1,0.0,999.9,0,451
5,2020,01,24,2020-01-24,37.3,33.7,1028.5,6.5,3.3,8.0,999.9,46.0,19.9,0.0,999.9,1,524
6,2020,01,25,2020-01-25,43.1,39.6,1023.5,9.0,12.3,20.0,28.9,48.9,28.0,0.0,999.9,0,383
7,2020,01,26,2020-01-26,44.3,40.7,1006.4,6.5,13.0,19.0,28.0,51.1,36.0,0.44,999.9,1,398
1,2020,01,27,2020-01-27,40.1,33.8,1004.3,10.0,10.5,18.1,24.1,51.1,36.0,0.01,999.9,0,452
2,2020,01,28,2020-01-28,39.4,28.8,1005.1,10.0,9.8,17.1,21.0,45.0,36.0,0.0,999.9,0,404
3,2020,01,29,2020-01-29,35.3,22.5,1013.1,10.0,12.9,17.1,22.9,43.0,30.0,0.0,999.9,0,495
4,2020,01,30,2020-01-30,31.6,19.4,1023.4,10.0,9.4,15.0,999.9,37.0,21.9,0.0,999.9,0,525
5,2020,01,31,2020-01-31,29.8,22.3,1027.4,10.0,3.3,8.9,999.9,39.9,19.0,0.0,999.9,0,518
6,2020,02,01,2020-02-01,39.7,35.2,1015.9,9.9,7.2,12.0,999.9,44.1,37.0,0.04,999.9,0,409
7,2020,02,02,2020-02-02,38.5,33.0,1000.4,9.3,7.9,12.0,999.9,42.1,35.6,0.0,999.9,0,391
1,2020,02,03,2020-02-03,38.8,32.1,1005.6,9.9,8.1,15.0,22.0,45.0,32.0,0.0,999.9,0,559
2,2020,02,04,2020-02-04,42.2,39.4,1010.2,9.2,7.6,14.0,999.9,48.0,32.0,0.0,999.9,1,464
3,2020,02,05,2020-02-05,41.0,35.8,1012.6,8.0,8.4,15.9,22.9,48.0,32.0,0.06,999.9,0,432
4,2020,02,06,2020-02-06,41.6,37.8,1010.3,5.3,12.9,25.1,29.9,48.9,35.1,0.24,999.9,1,544
5,2020,02,07,2020-02-07,46.3,43.6,989.1,5.0,16.4,39.0,51.1,55.9,37.9,0.88,999.9,1,604
6,2020,02,08,2020-02-08,34.2,19.7,1013.3,10.0,17.5,32.1,47.0,39.0,28.9,0.03,999.9,0,466
7,2020,02,09,2020-02-09,33.1,21.6,1032.4,10.0,7.6,13.0,999.9,39.9,23.0,0.0,999.9,0,373
1,2020,02,10,2020-02-10,43.5,37.7,1025.2,9.1,14.1,20.0,27.0,46.9,39.0,0.01,999.9,0,572
2,2020,02,11,2020-02-11,44.1,42.8,1017.5,3.1,6.0,9.9,999.9,48.9,41.0,0.31,999.9,1,458
3,2020,02,12,2020-02-12,40.7,29.4,1015.6,9.9,11.4,18.1,28.9,48.9,37.0,0.73,999.9,0,438
4,2020,02,13,2020-02-13,41.3,38.0,1010.6,7.0,7.9,17.1,999.9,45.0,37.0,0.45,999.9,0,504
5,2020,02,14,2020-02-14,33.8,24.6,1017.3,10.0,13.8,25.1,32.1,45.0,23.0,0.2,999.9,0,632
6,2020,02,15,2020-02-15,22.8,12.1,1033.9,10.0,9.3,17.1,21.0,39.0,19.0,0.0,999.9,0,440
7,2020,02,16,2020-02-16,37.9,29.8,1023.3,10.0,13.4,19.0,27.0,43.0,19.0,0.0,999.9,0,387
1,2020,02,17,2020-02-17,38.5,29.4,1021.6,10.0,7.2,14.0,999.9,48.0,30.9,0.0,999.9,0,339
2,2020,02,18,2020-02-18,37.2,30.1,1028.3,9.2,12.1,20.0,28.9,48.0,28.0,0.0,999.9,0,428
3,2020,02,19,2020-02-19,44.0,34.0,1018.1,7.7,12.1,17.1,25.1,48.0,28.0,0.03,999.9,0,477
4,2020,02,20,2020-02-20,31.4,11.5,1028.0,10.0,10.9,17.1,24.1,46.9,28.0,0.0,999.9,0,448
5,2020,02,21,2020-02-21,27.7,13.6,1028.7,9.9,11.6,18.1,25.1,33.1,21.9,0.0,999.9,0,504
6,2020,02,22,2020-02-22,34.9,20.3,1023.6,10.0,12.5,20.0,26.0,43.0,19.9,0.0,999.9,0,407
7,2020,02,23,2020-02-23,39.9,33.7,1021.4,9.8,9.1,12.0,999.9,48.0,30.0,0.0,999.9,0,392
1,2020,02,24,2020-02-24,41.1,36.7,1018.9,8.9,7.7,11.1,999.9,50.0,28.9,0.0,999.9,1,493
2,2020,02,25,2020-02-25,44.0,41.8,1014.5,5.6,5.4,8.9,999.9,50.0,28.9,0.05,999.9,1,527
3,2020,02,26,2020-02-26,44.5,42.8,1013.9,4.7,7.0,12.0,999.9,48.0,42.1,0.08,999.9,1,449
4,2020,02,27,2020-02-27,44.6,39.4,1000.5,4.8,18.5,28.0,41.0,51.1,39.0,0.43,999.9,1,581
5,2020,02,28,2020-02-28,36.4,17.4,1007.4,10.0,21.5,27.0,40.0,51.1,32.0,0.21,999.9,0,530
6,2020,02,29,2020-02-29,34.1,16.6,1009.1,10.0,8.9,19.0,22.9,39.9,24.1,0.0,999.9,0,456
7,2020,03,01,2020-03-01,28.7,11.6,1015.4,10.0,13.0,18.1,24.1,39.0,21.9,0.0,999.9,0,423
1,2020,03,02,2020-03-02,36.3,24.0,1019.7,10.0,9.4,19.0,24.1,48.0,18.0,0.0,999.9,0,563
2,2020,03,03,2020-03-03,46.4,41.6,1009.0,8.0,11.6,20.0,28.0,50.0,44.1,0.02,999.9,1,550
3,2020,03,04,2020-03-04,46.7,39.6,1002.6,7.3,16.8,26.0,35.9,51.1,43.0,0.06,999.9,1,540
4,2020,03,05,2020-03-05,43.5,30.3,1014.4,10.0,12.3,18.1,24.1,51.1,39.0,0.03,999.9,0,529
5,2020,03,06,2020-03-06,40.0,32.5,1015.0,9.5,10.8,26.0,41.0,50.0,28.9,0.0,999.9,0,673
6,2020,03,07,2020-03-07,34.3,24.3,1013.4,6.5,27.8,41.0,52.1,48.9,28.0,0.01,999.9,1,515
7,2020,03,08,2020-03-08,38.6,22.8,1026.4,10.0,13.4,20.0,27.0,46.9,28.0,0.0,999.9,0,408
1,2020,03,09,2020-03-09,44.7,38.2,1026.4,9.2,14.5,18.1,999.9,50.0,30.0,0.0,999.9,0,546
2,2020,03,10,2020-03-10,46.3,41.4,1020.4,7.5,13.8,17.1,22.9,52.0,41.0,0.0,999.9,0,450
3,2020,03,11,2020-03-11,47.2,39.3,1016.5,8.7,11.7,18.1,25.1,52.0,39.0,0.0,999.9,0,473
4,2020,03,12,2020-03-12,40.6,35.3,1022.1,9.1,7.5,13.0,999.9,51.1,30.9,0.0,999.9,0,456
5,2020,03,13,2020-03-13,46.4,43.3,1018.9,5.6,16.9,22.0,29.9,52.0,43.0,0.0,999.9,1,551
6,2020,03,14,2020-03-14,45.3,32.8,1020.6,9.0,14.1,22.9,32.1,52.0,41.0,0.21,999.9,1,371
7,2020,03,15,2020-03-15,42.6,26.1,1027.9,10.0,10.6,15.0,19.0,50.0,30.9,0.0,999.9,0,331
1,2020,03,16,2020-03-16,34.0,21.9,1035.1,10.0,8.4,15.0,19.0,46.0,27.0,0.0,999.9,0,378
2,2020,03,17,2020-03-17,40.0,34.9,1028.6,7.1,13.0,18.1,24.1,52.0,30.0,0.05,999.9,1,374
3,2020,03,18,2020-03-18,43.9,34.2,1028.4,10.0,8.3,11.1,999.9,52.0,36.0,0.49,999.9,0,298
4,2020,03,19,2020-03-19,45.0,42.7,1027.8,5.3,13.4,27.0,38.1,50.0,36.0,0.14,999.9,1,339
5,2020,03,20,2020-03-20,46.2,45.0,1016.7,3.3,9.8,19.0,22.9,52.0,42.1,0.6,999.9,1,306
6,2020,03,21,2020-03-21,45.9,34.4,1019.7,8.5,14.6,22.0,26.0,54.0,34.0,0.0,999.9,0,238
7,2020,03,22,2020-03-22,33.7,19.6,1035.3,10.0,11.5,18.1,24.1,37.9,27.0,0.0,999.9,0,139
1,2020,03,23,2020-03-23,36.0,26.9,1034.5,9.4,13.4,26.0,32.1,44.1,26.1,0.0,999.9,0,225
2,2020,03,24,2020-03-24,43.3,39.7,1014.5,6.6,16.0,28.0,39.0,48.0,28.9,0.35,999.9,0,201
3,2020,03,25,2020-03-25,41.0,34.3,1020.2,9.9,9.2,18.1,22.9,48.0,36.0,0.03,999.9,0,168
4,2020,03,26,2020-03-26,41.2,33.6,1013.0,9.7,17.3,22.9,29.9,46.9,36.0,0.11,999.9,0,187
5,2020,03,27,2020-03-27,47.6,36.5,1009.0,9.7,11.3,18.1,999.9,59.0,35.1,0.02,999.9,0,195
6,2020,03,28,2020-03-28,42.3,33.0,1020.4,9.9,5.8,9.9,999.9,59.0,30.0,0.0,999.9,0,183
7,2020,03,29,2020-03-29,44.8,41.2,1019.0,7.8,15.2,22.9,33.0,53.1,30.0,0.34,999.9,0,146
1,2020,03,30,2020-03-30,44.7,42.2,1011.5,5.3,15.2,20.0,28.0,48.9,39.9,0.05,999.9,0,164
2,2020,03,31,2020-03-31,39.4,32.1,1015.0,9.2,15.5,20.0,26.0,48.9,34.0,0.01,999.9,0,158
3,2020,04,01,2020-04-01,39.9,30.6,1009.5,10.0,15.5,25.1,34.0,44.1,34.0,0.0,999.9,0,155
4,2020,04,02,2020-04-02,42.0,38.0,998.0,9.4,21.7,25.1,33.0,45.0,37.9,0.15,999.9,0,166
5,2020,04,03,2020-04-03,43.7,41.9,994.9,3.7,25.6,34.0,42.9,45.0,33.1,0.48,999.9,0,191
6,2020,04,04,2020-04-04,42.3,38.4,1011.2,6.8,21.1,26.0,35.9,45.0,39.0,0.6,999.9,0,156
7,2020,04,05,2020-04-05,41.8,36.3,1017.5,10.0,6.0,8.9,999.9,50.0,35.1,0.01,999.9,0,94
1,2020,04,06,2020-04-06,46.7,37.8,1015.0,9.9,7.9,14.0,19.0,55.0,37.0,0.0,999.9,0,127
2,2020,04,07,2020-04-07,49.0,34.1,1011.6,10.0,10.1,15.0,999.9,57.9,41.0,0.0,999.9,0,129
3,2020,04,08,2020-04-08,46.5,43.0,1002.5,9.6,6.4,14.0,999.9,57.9,43.0,0.06,999.9,0,125
4,2020,04,09,2020-04-09,43.0,41.5,994.5,5.7,11.6,28.9,46.0,51.1,30.0,0.27,999.9,1,103
5,2020,04,10,2020-04-10,45.1,30.4,990.0,10.0,19.3,29.9,38.1,51.1,30.0,0.0,999.9,0,115
6,2020,04,11,2020-04-11,44.1,30.8,1005.8,10.0,15.6,21.0,31.1,51.1,39.9,0.01,999.9,0,121
7,2020,04,12,2020-04-12,45.9,31.8,1021.9,10.0,9.0,15.0,999.9,53.1,36.0,0.0,999.9,0,106
1,2020,04,13,2020-04-13,51.6,48.9,1017.6,6.6,19.6,39.0,53.0,57.0,36.0,0.03,999.9,0,138
2,2020,04,14,2020-04-14,50.5,42.1,1013.3,7.5,11.9,28.9,41.0,57.0,43.0,0.22,999.9,0,135
3,2020,04,15,2020-04-15,44.7,39.1,1012.9,9.6,7.4,14.0,20.0,48.0,42.8,0.22,999.9,0,139
4,2020,04,16,2020-04-16,43.7,30.9,1015.1,10.0,8.5,17.1,20.0,52.0,32.0,0.01,999.9,0,138
5,2020,04,17,2020-04-17,42.2,20.9,1020.9,10.0,16.3,22.9,28.9,52.0,32.0,0.0,999.9,0,157
6,2020,04,18,2020-04-18,41.0,37.0,1010.2,6.9,15.3,22.9,28.9,46.9,36.0,0.61,999.9,0,125
7,2020,04,19,2020-04-19,44.3,35.7,1010.1,10.0,14.9,24.1,28.9,52.0,37.0,0.05,999.9,0,102
1,2020,04,20,2020-04-20,46.8,39.4,1004.4,9.9,13.3,19.0,26.0,52.0,37.0,0.0,999.9,0,140
2,2020,04,21,2020-04-21,42.4,33.0,1004.5,9.4,11.8,24.1,49.0,52.0,28.9,0.0,999.9,0,121
3,2020,04,22,2020-04-22,42.0,25.3,1005.6,10.0,17.3,29.9,39.0,51.1,28.9,0.23,999.9,0,148
4,2020,04,23,2020-04-23,42.8,20.9,1015.9,10.0,14.7,19.0,28.9,48.9,36.0,0.0,999.9,0,108
5,2020,04,24,2020-04-24,46.3,42.8,1008.7,7.7,12.5,22.9,34.0,50.0,36.0,0.54,999.9,0,172
6,2020,04,25,2020-04-25,47.7,36.3,1015.2,10.0,7.8,15.0,999.9,59.0,39.9,0.48,999.9,0,152
7,2020,04,26,2020-04-26,45.3,40.9,1017.9,7.9,11.3,22.0,31.1,59.0,39.9,0.0,999.9,0,140
1,2020,04,27,2020-04-27,46.3,34.0,1003.5,1.3,13.1,27.0,35.9,52.0,39.9,0.43,999.9,1,131
2,2020,04,28,2020-04-28,41.8,28.8,1016.4,8.7,18.8,31.1,38.1,50.0,39.0,0.13,999.9,0,185
3,2020,04,29,2020-04-29,46.9,35.8,1024.6,10.0,8.3,12.0,999.9,55.0,37.0,0.02,999.9,0,137
4,2020,04,30,2020-04-30,46.8,41.4,1025.9,9.8,17.1,22.0,27.0,55.0,37.0,0.0,999.9,0,173
5,2020,05,01,2020-05-01,51.3,49.1,1011.6,4.9,15.8,26.0,35.9,55.9,43.0,0.45,999.9,1,186
6,2020,05,02,2020-05-02,51.4,43.0,1009.9,7.8,13.8,21.0,31.1,61.0,43.0,0.35,999.9,1,189
7,2020,05,03,2020-05-03,51.3,45.8,1009.7,9.3,10.3,15.9,999.9,61.0,46.9,0.04,999.9,0,167
1,2020,05,04,2020-05-04,56.3,46.2,1002.5,9.1,8.4,15.9,18.1,69.1,46.9,0.0,999.9,0,174
2,2020,05,05,2020-05-05,51.5,36.4,1008.2,10.0,11.6,19.0,24.1,69.1,46.0,0.03,999.9,0,174
3,2020,05,06,2020-05-06,45.6,37.8,1012.0,10.0,6.8,14.0,18.1,57.0,37.0,0.0,999.9,0,184
4,2020,05,07,2020-05-07,46.3,40.4,1005.9,9.8,11.7,15.9,20.0,55.0,37.0,0.19,999.9,0,175
5,2020,05,08,2020-05-08,51.0,40.5,1008.4,10.0,11.3,18.1,21.0,55.9,41.0,0.02,999.9,0,177
6,2020,05,09,2020-05-09,46.2,33.2,1002.3,9.4,18.6,28.0,41.0,55.9,39.9,0.18,999.9,0,148
7,2020,05,10,2020-05-10,46.0,27.0,1014.8,10.0,21.6,26.0,35.9,54.0,37.9,0.0,999.9,0,163
1,2020,05,11,2020-05-11,50.6,42.9,1013.3,9.8,13.3,25.1,33.0,57.9,37.9,0.0,999.9,0,173
2,2020,05,12,2020-05-12,49.6,39.4,1011.2,10.0,15.0,22.9,28.9,57.9,44.1,0.04,999.9,0,191
3,2020,05,13,2020-05-13,48.8,26.8,1020.6,10.0,16.0,24.1,29.9,55.0,42.1,0.0,999.9,0,212
4,2020,05,14,2020-05-14,51.6,37.5,1024.1,10.0,11.0,15.9,22.9,60.1,39.9,0.0,999.9,0,171
5,2020,05,15,2020-05-15,54.1,50.2,1016.4,8.6,9.5,14.0,999.9,62.1,39.9,0.16,999.9,0,242
6,2020,05,16,2020-05-16,57.6,50.3,1014.8,8.2,14.1,19.0,27.0,70.0,50.0,0.15,999.9,0,217
7,2020,05,17,2020-05-17,49.4,42.9,1025.8,10.0,7.0,11.1,999.9,54.0,41.0,0.0,999.9,0,171
1,2020,05,18,2020-05-18,52.5,45.9,1022.7,10.0,5.7,9.9,999.9,61.0,41.0,0.0,999.9,0,185
2,2020,05,19,2020-05-19,51.7,41.2,1023.5,10.0,15.5,24.1,34.0,61.0,48.0,0.0,999.9,0,229
3,2020,05,20,2020-05-20,49.9,36.8,1030.4,10.0,10.8,15.9,22.9,57.0,43.0,0.0,999.9,0,192
4,2020,05,21,2020-05-21,48.3,42.3,1029.6,9.6,6.3,13.0,999.9,57.0,36.0,0.0,999.9,0,212
5,2020,05,22,2020-05-22,57.0,52.1,1022.0,10.0,12.0,15.9,999.9,64.0,51.1,0.0,999.9,0,264
6,2020,05,23,2020-05-23,56.4,55.0,1017.0,4.1,9.7,21.0,28.0,66.2,48.0,0.0,999.9,1,193
7,2020,05,24,2020-05-24,51.7,45.8,1023.6,9.7,14.1,18.1,28.0,66.0,48.0,2.37,999.9,0,197
1,2020,05,25,2020-05-25,56.0,52.4,1023.7,8.6,9.9,14.0,20.0,66.0,48.9,0.0,999.9,0,214
2,2020,05,26,2020-05-26,58.2,56.0,1022.9,5.8,4.6,8.0,999.9,69.1,50.0,0.0,999.9,1,224
3,2020,05,27,2020-05-27,57.4,56.2,1024.4,2.0,5.6,8.9,999.9,69.1,53.1,0.0,999.9,1,239
4,2020,05,28,2020-05-28,60.2,57.5,1024.0,6.6,8.4,13.0,999.9,66.9,53.1,0.01,999.9,1,209
5,2020,05,29,2020-05-29,61.0,59.8,1019.7,3.6,12.9,15.9,22.9,66.9,57.0,0.14,999.9,1,258
6,2020,05,30,2020-05-30,60.4,59.1,1012.8,3.5,12.9,17.1,25.1,64.0,57.9,0.04,999.9,1,226
7,2020,05,31,2020-05-31,61.5,48.6,1013.1,9.8,11.7,21.0,25.1,66.9,55.0,0.03,999.9,0,208
1,2020,06,01,2020-06-01,55.4,38.1,1019.9,10.0,11.1,19.0,25.1,66.9,48.9,0.0,999.9,0,196
2,2020,06,02,2020-06-02,57.1,46.6,1016.0,10.0,7.6,11.1,999.9,62.1,48.9,0.0,999.9,0,197
3,2020,06,03,2020-06-03,59.2,56.3,1005.6,9.2,9.8,15.0,999.9,66.9,53.1,0.05,999.9,0,216
4,2020,06,04,2020-06-04,64.4,60.4,1009.3,9.0,8.9,13.0,999.9,73.9,55.9,0.03,999.9,0,245
5,2020,06,05,2020-06-05,60.4,58.9,1013.8,3.9,7.4,11.1,999.9,73.9,59.0,0.0,999.9,1,248
6,2020,06,06,2020-06-06,61.2,59.5,1010.2,1.6,9.3,13.0,999.9,64.9,59.0,0.45,999.9,1,262
7,2020,06,07,2020-06-07,62.2,56.2,1007.9,8.8,12.3,18.1,22.9,66.0,57.9,0.01,999.9,1,206
1,2020,06,08,2020-06-08,62.6,51.1,1013.8,10.0,7.3,11.1,15.0,73.0,55.9,0.0,999.9,0,235
2,2020,06,09,2020-06-09,61.9,55.5,1013.6,10.0,6.5,8.9,999.9,73.0,55.0,0.0,999.9,0,251
3,2020,06,10,2020-06-10,60.3,56.9,1016.5,7.0,7.5,12.0,999.9,72.0,55.9,0.0,999.9,1,238
4,2020,06,11,2020-06-11,63.6,60.1,1019.7,6.6,12.7,19.0,24.1,70.0,57.9,0.0,999.9,1,251
5,2020,06,12,2020-06-12,63.1,61.3,1018.6,3.2,7.9,13.0,999.9,70.0,59.0,0.04,999.9,1,277
6,2020,06,13,2020-06-13,62.5,53.1,1019.9,7.3,8.5,14.0,999.9,70.0,53.1,0.04,999.9,1,282
7,2020,06,14,2020-06-14,60.9,51.4,1025.9,10.0,13.3,20.0,24.1,70.0,53.1,0.0,999.9,0,228
1,2020,06,15,2020-06-15,58.3,53.4,1028.5,8.1,15.4,19.0,25.1,63.0,55.4,0.0,999.9,0,223
2,2020,06,16,2020-06-16,59.9,51.5,1028.0,10.0,11.2,18.1,22.0,69.1,51.1,0.0,999.9,0,259
3,2020,06,17,2020-06-17,61.2,53.9,1025.2,10.0,8.3,12.0,999.9,71.1,52.0,0.0,999.9,0,244
4,2020,06,18,2020-06-18,59.8,59.4,1023.3,3.7,4.8,8.9,999.9,71.1,53.1,0.0,999.9,1,226
5,2020,06,19,2020-06-19,63.9,61.5,1020.5,3.5,7.7,12.0,999.9,73.0,54.0,0.0,999.9,1,306
6,2020,06,20,2020-06-20,64.8,61.5,1018.1,6.6,9.1,15.0,999.9,73.9,60.1,0.0,999.9,1,246
7,2020,06,21,2020-06-21,65.2,62.5,1016.7,5.8,6.3,8.9,999.9,75.9,60.1,0.0,999.9,1,245
1,2020,06,22,2020-06-22,68.6,63.4,1014.7,9.7,3.9,8.0,999.9,75.9,62.1,0.0,999.9,0,295
2,2020,06,23,2020-06-23,63.5,61.3,1011.9,2.3,5.0,11.1,999.9,75.9,59.0,0.0,999.9,1,291
3,2020,06,24,2020-06-24,66.4,64.3,1007.8,1.5,9.8,13.0,999.9,71.1,59.0,0.0,999.9,1,300
4,2020,06,25,2020-06-25,67.8,62.5,1013.3,9.1,7.5,13.0,999.9,77.0,61.0,0.0,999.9,0,251
5,2020,06,26,2020-06-26,66.7,61.7,1014.8,9.6,7.8,12.0,999.9,77.0,61.0,0.0,999.9,0,337
6,2020,06,27,2020-06-27,66.6,63.7,1011.2,6.8,7.2,13.0,999.9,73.0,62.1,0.0,999.9,0,273
7,2020,06,28,2020-06-28,68.0,65.1,1007.5,6.9,8.0,15.0,20.0,73.0,62.1,0.41,999.9,0,240
1,2020,06,29,2020-06-29,67.1,64.7,1008.0,5.5,5.5,14.0,999.9,73.9,64.9,0.39,999.9,1,301
2,2020,06,30,2020-06-30,66.3,62.4,1011.4,7.9,5.6,11.1,999.9,73.9,62.1,0.13,999.9,0,278
