"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","visib","wdsp","mxpsd","gust","prcp","fog","NUM_COLLISIONS"
"175",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,71,68,5.9,7.8,14,999.9,0.04,1,293
"176",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,68.9,63,8.8,6.3,9.9,999.9,0,1,263
"177",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,70.5,67.6,6.5,7.9,15.9,999.9,0,1,303
"178",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,66.3,63.4,6,9.1,13,999.9,0.19,1,298
"179",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,69.1,67.3,1.2,6.4,9.9,999.9,0,1,331
"180",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,72.6,70.6,1,6.7,9.9,999.9,0,1,372
"181",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,72.9,70.6,1.1,7.5,13,999.9,0,1,350
"182",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,74.2,72.1,0.9,7.6,11.1,999.9,0,1,339
"183",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,74.5,71.5,5.7,8.1,14,999.9,0,1,310
"184",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,73.8,69.7,6.7,8.1,13,999.9,0,1,328
"185",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,74.3,69.2,8.6,6.9,11.1,999.9,0,1,286
"186",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,74.2,70.7,3.1,6.2,9.9,999.9,0,1,330
"187",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,73.1,61.8,9.8,10,15,22,0,0,329
"188",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,73.6,62,10,6.6,11.1,999.9,0,0,324
"189",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,70.8,61.3,9.6,3.3,12,15,0,1,337
"190",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,70.4,65.6,9.9,9.9,15,21,0,0,322
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,74.9,70.4,6.8,10.1,14,999.9,0,1,359
"192",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,76.7,66.6,6,7.6,11.1,999.9,0,1,318
"193",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,72.1,64.8,9.8,7.9,15.9,21,99.99,0,300
"194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,67.2,58,10,7.6,15.9,22,0,0,319
"195",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,70,52.1,10,11.5,18.1,22,0,0,353
"196",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,69.4,60.2,10,6.2,8.9,999.9,0,0,303
"197",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,72.4,63,10,9,17.1,999.9,99.99,0,325
"198",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,69.3,65.1,7.6,4,8,999.9,0,1,313
"199",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,68.4,63.7,9.2,5.3,14,999.9,99.99,0,291
"200",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,72.3,69.6,7.2,14.7,24.1,32.1,99.99,0,304
"201",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,72,68.4,7.4,10.1,14,999.9,0,1,355
"202",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,73,68.9,7.7,8.5,14,999.9,0,1,334
"203",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,75.4,67.9,9.8,7.3,11.1,999.9,0,0,314
"204",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,72.4,68.1,8.5,8.2,15.9,999.9,99.99,0,339
"205",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,73.1,69.8,7,6.3,15,20,99.99,1,331
"206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,75.3,72.8,6.1,10.7,14,999.9,0,1,316
"207",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,75.9,72.6,4.8,12.2,15.9,21,0,1,324
"208",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,76.7,72.8,6.1,8.8,12,999.9,0,1,358
"209",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,78.1,73.2,5.4,8.6,12,999.9,0,1,302
"210",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,77,62.7,9.7,10.3,14,999.9,0,0,314
"211",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,70.2,60.2,10,3.2,8,999.9,0,0,301
"212",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,69.9,60.9,10,5.6,11.1,999.9,0,0,286
"213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,73.1,65.6,10,7.1,11.1,999.9,0,0,334
"214",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,75,71.7,8.4,9.7,15.9,999.9,0,0,286
"215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,77.6,72.7,8.3,11.9,15.9,999.9,0,0,325
"216",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,75.3,71.8,7.2,4,9.9,999.9,0,1,321
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,75.2,72.1,7.8,15,22.9,32.1,0,0,257
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,75.6,72.8,6.2,7.6,12,999.9,0,1,293
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,76.5,71.8,7.9,11.8,15.9,999.9,99.99,0,332
"220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,78.2,71.3,10,6.6,11.1,999.9,0,0,336
"221",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,76.7,71.8,9.4,6.9,11.1,999.9,0,0,343
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,79.3,72.2,7,6.6,9.9,999.9,0,1,349
"223",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,71.5,61,10,11,19,22.9,0,0,303
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,68.4,61.5,10,6,9.9,999.9,99.99,0,358
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,75.2,70.6,9.4,7.7,13,999.9,0,1,323
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,77,70.2,8.3,7.9,11.1,999.9,99.99,1,310
"227",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2021,73.4,67.5,10,5.6,11.1,999.9,99.99,0,319
"228",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021,71.1,65.2,9,16.9,24.1,35,99.99,0,365
"229",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2021,68.2,56.4,10,7.2,12,15.9,0,0,352
"230",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2021,69.6,58.6,10,8.6,14,19,0,0,341
"231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2021,70.3,63.1,10,7.4,11.1,999.9,0,0,293
"232",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2021,72.2,68.9,7.2,11.4,15.9,22,99.99,0,299
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2021,71.4,61.8,9.9,8,13,999.9,0,0,337
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2021,72.7,66.4,10,9.1,12,999.9,0,0,334
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021,73.8,69.5,8.6,10.4,14,21,99.99,0,294
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2021,73,66.1,9.7,8,14,21,99.99,0,352
"237",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2021,69.9,52.8,10,11.2,15,21,0,0,333
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2021,72.6,65.1,10,13.6,21,26,0,0,321
"239",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2021,69.5,58.8,10,6.7,12,17.1,0,0,342
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2021,72.5,68.1,9.1,11.3,15,999.9,0,0,356
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021,71.6,68.4,7.6,9.4,21,29.9,0,0,269
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2021,71.5,67.6,8.7,9.3,13,26,0.45,0,375
"243",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2021,71.5,66.5,9.9,11.5,17.1,21,0.08,0,319
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2021,69.1,59.6,10,12.7,20,24.1,0,0,318
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2021,63,52.1,10,6.2,12,999.9,0,0,317
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2021,66.2,59.7,10,8.1,12,999.9,0,0,311
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2021,69.4,64.2,10,9.9,999.9,999.9,0,0,289
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021,73.3,68.5,9.9,11.8,999.9,999.9,0,0,319
"249",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2021,71.4,68.5,7.3,6.2,15,20,1.25,1,358
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2021,70,64.1,8.3,10,17.1,25.1,0.39,1,314
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2021,68.2,57,10,10.3,17.1,999.9,0.01,0,325
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2021,72.4,65.6,9.5,13.8,18.1,25.1,0,0,296
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2021,65.4,55.5,10,12,18.1,20,0,0,343
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021,60.6,47.6,10,7.9,13,20,0,0,344
"255",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2021,63,51.5,10,9.4,19,25.1,0,0,349
"256",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2021,68.9,64.2,9.2,8.9,14,19,0,0,328
"257",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2021,64.2,61.6,6.2,8,15,20,0.16,0,290
"258",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2021,63.3,59.7,8.7,14.1,18.1,22.9,0.97,0,318
"259",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2021,64.2,55.5,10,9.7,15.9,999.9,0.28,0,270
"260",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021,60.8,53.7,9.4,2.8,7,999.9,0,0,368
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2021,64.9,59.1,10,6.2,12,999.9,0,0,361
"262",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2021,63.6,55.9,10,10.9,17.1,25.1,0,0,268
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2021,63.3,56.4,10,11.3,17.1,22,0,0,269
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2021,65.7,60.1,9.5,12.6,18.1,25.1,0.31,0,297
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2021,63,56.9,10,6.1,8.9,999.9,0,0,321
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2021,61.4,55.4,8.6,2.8,7,999.9,0,1,312
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021,64.8,60.3,8.3,5.9,9.9,999.9,0,1,353
"268",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2021,66.9,62.6,10,10.9,15,999.9,0,0,339
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2021,64.9,56.3,9.4,11.7,21,27,0.13,0,319
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2021,58,43.1,10,10.9,18.1,25.1,0.09,0,318
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2021,56.4,39.8,10,14.8,20,28,0.02,0,302
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2021,64.8,50.2,10,10.7,15.9,21,0,0,365
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021,65.3,60.5,9.5,8.5,13,999.9,0,0,371
"274",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2021,61,52.4,9.8,7.7,12,999.9,0,0,312
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2021,55.1,38.6,10,9.6,15.9,19,0,0,236
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2021,61.1,55.5,8.2,9,22,35,0.25,0,330
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2021,64.6,60.4,8.6,15.1,25.1,35.9,0.39,0,323
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2021,58.9,55.2,3.9,31.2,46,61,1.44,0,323
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021,53.3,46.1,8.8,22.8,34,45.1,0.71,0,344
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2021,54,42.1,10,9.9,15,19,0,0,357
"281",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2021,60.1,54.3,9,15.3,20,28,0.16,0,352
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2021,63.1,58.5,7.6,15,21,40,0.8,0,362
"283",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2021,59.3,46.4,10,9.8,15,26,0.43,0,331
"284",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021,52.6,36.4,10,5.2,11.1,999.9,0,0,276
"285",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,50,37.5,9.8,7.8,14,21,0.24,0,321
"286",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021,48.5,33.9,10,5.1,8.9,999.9,0.02,0,317
"287",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021,43.1,29.7,10,3.1,6,999.9,0,0,335
"288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2021,44.6,35.4,10,7,14,999.9,0,0,265
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2021,54.9,45,10,16,22.9,29.9,0,0,329
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021,53.1,47.9,9.4,6.7,14,999.9,0,1,327
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,56.5,51,6.9,6.9,14,20,0,1,346
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021,49.9,38.4,10,5.2,8.9,999.9,0,0,293
"293",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2021,58.3,50.7,8.5,18.8,31.1,49,0,0,353
"294",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021,56.4,48.4,8.6,9,21,42,0.39,1,335
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2021,49.4,35.2,10,14,24.1,32.1,0.05,0,269
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2021,51.4,39.6,9.9,11.2,17.1,24.1,0.02,0,343
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021,45.9,27.2,10,15.2,20,28,0,0,315
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,46.5,29.5,10,9.1,15,20,0,0,317
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021,58.7,53.1,8.8,13.1,15.9,999.9,0,0,351
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2021,52.9,41.3,9.3,15,18.1,26,0.07,0,349
"301",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021,43.5,27.6,10,9.6,17.1,24.1,0,0,305
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2021,52.3,42.2,10,11.3,14,999.9,0,0,273
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2021,55.9,51.8,8.6,12.3,21,28,0.13,0,314
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021,43.1,27.3,10,17.5,20,28,0.21,0,340
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,37.1,18.9,10,16.1,21,28.9,0,0,368
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021,46.5,28.8,10,10.9,17.1,21,0,0,217
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2021,50.3,43,9,8.3,22.9,28.9,0,0,261
"308",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021,40.7,25.8,10,18.1,24.1,35,0.15,0,264
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2021,37.8,25,9.8,7.7,14,15.9,0,0,271
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2021,42.5,36.1,9.4,10.5,18.1,24.1,0.01,0,323
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021,37.1,22.6,10,12.2,17.1,24.1,0,0,282
"312",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,43.6,33.3,10,6.7,13,20,0.07,0,266
"313",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,50.7,43.6,9.8,9.1,14,999.9,0,0,319
"314",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,47.7,31.9,9.8,16.2,20,34,0.01,0,343
"315",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,38.8,21.4,10,6.5,11.1,999.9,0,0,278
"316",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,44.1,28.3,10,7.8,14,999.9,0,0,255
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,52.6,45.8,8.2,15.3,20,26,0.01,0,345
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,46.8,31.3,9.3,14.3,28.9,36.9,0.03,0,321
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,39.9,29.5,9.5,6.2,12,999.9,0.16,0,287
"320",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,39.3,28.8,10,12,20,28,0.04,0,283
"321",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,41.5,31.3,10,5.1,11.1,999.9,0,0,301
"322",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,53.4,50.9,3.8,12.6,24.1,33,0.06,1,307
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,50.9,36.1,8.4,17.7,28.9,42,0.44,0,266
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,47.9,33.5,10,14.1,19,27,0.04,0,302
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,48.9,32.1,10,12.2,18.1,24.1,0,0,322
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,42.2,29.5,10,7.9,17.1,999.9,0,0,285
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,52.9,47.8,7.5,14.6,19,25.1,0,0,317
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,55.3,44.5,8.7,14.6,19,25.1,0,0,305
"329",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,46.5,34.7,9.7,7.7,13,999.9,0,0,331
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,45.6,41.7,7.8,14.4,25.1,35,0.01,1,291
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,35.8,24.2,10,11.9,22,32.1,0,0,292
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,43.5,31.2,10,12.2,21,27,0,0,256
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,50,44.7,8.9,10.8,22,28,0,0,278
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,35,14.6,10,14.5,21,32.1,0.22,0,302
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,31.5,18.3,8.5,5.8,12,999.9,0,0,281
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,38,28.4,10,12.4,19,26,0.03,0,207
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,43.1,38.3,9.1,7.5,14,999.9,0.05,0,221
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,47.4,42.1,9.9,5.4,9.9,999.9,0,0,223
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,48.3,44.9,8.5,3.4,8,999.9,0,0,232
"340",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,50.4,47.4,7,5.9,11.1,999.9,0.02,1,283
"341",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,39.7,32.8,8.1,15.9,25.1,31.1,0.29,1,208
"342",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,30.2,20.6,8.4,14.4,27,35,0.05,0,255
"343",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,45.9,38.5,9.7,17,22.9,32.1,0,0,306
"344",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,45.9,37.8,8.2,10.8,17.1,24.1,0.68,0,233
"345",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,36.2,28.4,8.2,12,22,31.1,0.13,0,296
"346",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,26.6,15.2,10,13,20,32.1,0.17,0,236
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,41.5,32.3,9.6,15.6,25.1,34,0,0,234
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,38.4,24.4,9.5,14.6,22,28.9,0.04,0,265
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,22.2,5,10,16.4,24.1,35.9,0.02,0,257
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,30,18.8,9.4,13.9,25.1,29.9,0,0,250
